Type,Area(m2),Price(VNĐ),Bedroom(Phòng),Floor(Tầng),Furniture,Legal,Posting date,District,Project
Nhà riêng,100,19500000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,4/25/2025,10,Không
Căn hộ chung cư,85,,2,3,Không có thông tin,Không có thông tin,5/10/2025,2,Không
Căn hộ chung cư,80,15200000000,2,3,Không có thông tin,Không có thông tin,5/8/2025,2,Không
Căn hộ chung cư,80,4240000000,2,3,Không có thông tin,Hợp đồng mua bán,4/20/2025,9,Dự án Elysian
Căn hộ chung cư,73,2650000000,2,3,Không có thông tin,Không có thông tin,5/15/2025,7,Dự án Hoàng Anh Thanh Bình
"Nhà biệt thự, liền kề",150,35000000000,5,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,7,Dự án Him Lam Kênh Tẻ
Đất bán,117.3,18000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/13/2025,7,Không
Đất bán,200,28000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/14/2025,7,Không
Căn hộ chung cư,90.55,16000000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/8/2025,2,Dự án Zeit River Thủ Thiêm 
Đất nền dự án,120,9720000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/11/2025,9,Dự án KDC Nam Long
Căn hộ chung cư,35,2300000000,1,3,Không có thông tin,Hợp đồng mua bán,5/4/2025,9,Dự án The Beverly - Vinhomes Grand Park
Nhà riêng,60,6900000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/10/2025,7,Không
Nhà riêng,56,4750000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,5/7/2025,2,Không
"Nhà biệt thự, liền kề",180,27000000000,6,3,Không có thông tin,Sổ đỏ và sổ hồng,4/29/2025,7,Không
"Nhà biệt thự, liền kề",115,10500000000,3,3,Nội thất cơ bản,Không có thông tin,5/16/2025,9,Dự án Park Riverside Tân Cảng
Căn hộ chung cư,201,40000000000,4,3,Nội thất cơ bản,Hợp đồng mua bán,5/14/2025,2,Dự án Zeit River Thủ Thiêm 
Căn hộ chung cư,57,4500000000,2,3,Nội thất sang trọng,Sổ đỏ và sổ hồng,5/13/2025,4,Dự án Galaxy 9
Căn hộ chung cư,60,4500000000,2,3,Không có thông tin,Không có thông tin,5/14/2025,4,Không
Căn hộ chung cư,58,2200000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/15/2025,9,Dự án 9 View Apartment
Nhà riêng,218,30000000000,1,1,Không nội thất,Sổ đỏ và sổ hồng,5/11/2025,11,Không
Căn hộ chung cư,71,7400000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/13/2025,4,Dự án De La Sol
Căn hộ chung cư,100,7900000000,3,3,Không có thông tin,Hợp đồng mua bán,5/4/2025,9,Dự án The Opus One - Vinhomes Grand Park
Đất nền dự án,88.4,13000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/4/2025,2,Không
Nhà mặt phố,233,15800000000,2,1,Không nội thất,Sổ đỏ và sổ hồng,5/14/2025,8,Không
Nhà riêng,70,17500000000,6,6,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,7,Không
Nhà riêng,71.4,15900000000,5,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,7,Không
Nhà riêng,80,17500000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,7,Không
Nhà riêng,97.5,16500000000,6,4,Không có thông tin,Sổ đỏ và sổ hồng,5/14/2025,7,Không
Nhà mặt phố,90,16500000000,4,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/4/2025,7,Không
Căn hộ chung cư,70,2800000000,2,3,Không có thông tin,Hợp đồng mua bán,5/4/2025,8,Dự án Topaz Elite
Căn hộ chung cư,31,1750000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,5/12/2025,8,Dự án Central Premium
"Nhà biệt thự, liền kề",170,18500000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/16/2025,9,Dự án Villa Park
"Nhà biệt thự, liền kề",169,18500000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/16/2025,9,Dự án Valora Kikyo
Đất nền dự án,170,9860000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/4/2025,9,Dự án Đông Tăng Long
Căn hộ chung cư,130,12400000000,3,3,Không có thông tin,Không có thông tin,5/4/2025,7,Dự án Riverside Residence
Căn hộ chung cư,73,5800000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/4/2025,7,Dự án Sunrise City
Nhà riêng,50,6200000000,3,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/11/2025,7,Không
"Nhà biệt thự, liền kề",105,,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/12/2025,9,Dự án Khang An
Căn hộ chung cư,80,5700000000,2,3,Nội thất đầy đủ,Không có thông tin,5/11/2025,9,Không
Căn hộ chung cư,92,3050000000,3,3,Nội thất đầy đủ,Hợp đồng mua bán,5/13/2025,8,Không
Nhà mặt phố,163.4,16800000000,5,4,Không có thông tin,Sổ đỏ và sổ hồng,5/4/2025,12,Không
Căn hộ chung cư,74,9000000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/4/2025,2,Không
Nhà riêng,128,5760000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,12,Không
Căn hộ chung cư,85,7400000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/4/2025,2,Dự án Feliz En Vista
Nhà riêng,39,5590000000,4,3,Không có thông tin,Sổ đỏ và sổ hồng,5/4/2025,4,Không
Căn hộ chung cư,77,6250000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/15/2025,7,Không
Căn hộ chung cư,81,3850000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/14/2025,2,Không
Nhà riêng,51.6,8500000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/4/2025,10,Không
Đất nền dự án,102,5200000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/10/2025,9,Dự án Centana City Điền Phúc Thành
Căn hộ chung cư,62,1760000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/9/2025,2,Không
Căn hộ chung cư,120,25800000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,1,Không
Căn hộ chung cư,108,4250000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/11/2025,9,Không
Căn hộ chung cư,35.4,2000000000,3,3,Không có thông tin,Không có thông tin,5/4/2025,9,Không
"Nhà biệt thự, liền kề",136,15500000000,3,3,Không có thông tin,Không có thông tin,5/14/2025,9,Dự án Villa Park
Đất nền dự án,140,11480000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/4/2025,9,Dự án KDC Nam Long
Đất bán,52,3700000000,-1,-1,Không có thông tin,Đang chờ sổ,5/12/2025,12,Không
Nhà riêng,20.9,3780000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/4/2025,6,Không
"Nhà biệt thự, liền kề",120,10300000000,3,3,Không có thông tin,Sổ hồng,5/11/2025,2,Dự án Phố Đông Village 
Căn hộ chung cư,55,7000000000,1,3,Không có thông tin,Hợp đồng mua bán,5/4/2025,2,Không
Căn hộ chung cư,73.4,3100000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/4/2025,9,Dự án Centana City Điền Phúc Thành
Nhà riêng,49.5,,4,3,Không có thông tin,Sổ hồng,5/3/2025,10,Không
Căn hộ chung cư,70,3800000000,2,3,Nội thất đầy đủ,Không có thông tin,5/9/2025,7,Dự án Căn hộ Florita
Nhà riêng,52,10990000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,8,Không
Nhà mặt phố,100,27500000000,3,4,Không có thông tin,Sổ đỏ và sổ hồng,4/30/2025,7,Dự án Him Lam Kênh Tẻ
"Nhà biệt thự, liền kề",150,35300000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,7,Không
Căn hộ chung cư,76,5790000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/11/2025,4,Không
Căn hộ chung cư,30,2180000000,1,3,Nội thất đầy đủ,Hợp đồng mua bán,5/11/2025,4,Không
Căn hộ chung cư,83,6450000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/11/2025,4,Không
Căn hộ chung cư,88,11000000000,2,3,Nội thất cơ bản,Đang chờ sổ,5/3/2025,2,Dự án Thảo Điền Green
Nhà mặt phố,86,29900000000,6,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,1,Không
Nhà mặt phố,76.5,19900000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,1,Không
Nhà riêng,100,,7,7,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/15/2025,11,Không
Nhà riêng,96,33000000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,1,Không
Nhà mặt phố,75,6200000000,5,3,Không có thông tin,Sổ đỏ và sổ hồng,5/14/2025,8,Không
Condotel,27,1760000000,3,3,Không nội thất,Sổ đỏ và sổ hồng,5/3/2025,3,Không
Nhà mặt phố,56,10650000000,5,6,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Căn hộ chung cư,56,2500000000,2,3,Không có thông tin,Không có thông tin,5/3/2025,2,Không
Nhà riêng,88,14500000000,4,2,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,10,Không
Nhà riêng,70,,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/10/2025,7,Không
Nhà riêng,48.8,3890000000,2,1,Không có thông tin,Sổ đỏ và sổ hồng,5/14/2025,2,Không
Nhà riêng,60,8000000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,7,Không
Nhà riêng,100,18700000000,4,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,2,Không
Nhà riêng,52,,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,5,Không
Nhà mặt phố,64,10500000000,4,4,Nội thất đầy đủ,Sổ hồng,5/3/2025,8,Không
Căn hộ chung cư,80,4350000000,2,3,Không có thông tin,Hợp đồng mua bán,5/3/2025,9,Không
Căn hộ chung cư,76,5600000000,2,3,Không có thông tin,Không có thông tin,5/3/2025,2,Dự án The Sun Avenue
Nhà riêng,58,9500000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,7,Không
Nhà riêng,52,,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/10/2025,8,Không
Nhà mặt phố,86,12900000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Căn hộ chung cư,73.4,,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/3/2025,9,Dự án Lumiere Boulevard
Nhà mặt phố,108,38000000000,3,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,5,Không
Căn hộ chung cư,205,,4,3,Nội thất sang trọng,Sổ đỏ và sổ hồng,5/10/2025,1,Không
Căn hộ chung cư,181,21000000000,4,3,Nội thất đầy đủ,Không có thông tin,5/3/2025,2,Không
Căn hộ chung cư,62,1400000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/3/2025,8,Dự án Dream Home Riverside
Căn hộ chung cư,80,4450000000,2,3,Nội thất đầy đủ,Không có thông tin,5/3/2025,7,Không
Nhà riêng,60,7000000000,4,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,12,Không
Căn hộ chung cư,71.7,9300000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/10/2025,2,Không
Nhà riêng,60,,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,3,Không
Căn hộ chung cư,46,3180000000,2,3,Nội thất đầy đủ,Đang chờ sổ,5/10/2025,2,Không
Căn hộ chung cư,87,5900000000,3,3,Không có thông tin,Không có thông tin,5/3/2025,11,Dự án The Flemington
Căn hộ chung cư,72,6500000000,2,3,Nội thất đầy đủ,Không có thông tin,5/10/2025,3,Dự án Terra Royal
Nhà mặt phố,80,11500000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/12/2025,12,Không
Căn hộ chung cư,88,5000000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,2,Dự án Centana Thủ Thiêm
"Nhà biệt thự, liền kề",85,8000000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/16/2025,9,Dự án Melosa Garden
Đất bán,112,7350000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,9,Không
Căn hộ chung cư,75,,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/12/2025,2,Dự án Masteri Thảo Điền
Căn hộ chung cư,44,2300000000,1,3,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,2,Không
Căn hộ chung cư,74,2820000000,2,3,Không có thông tin,Không có thông tin,5/3/2025,8,Không
Đất nền dự án,100,5300000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/14/2025,9,Dự án Centana City Điền Phúc Thành
Nhà riêng,71,6300000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,9,Không
Nhà mặt phố,84.8,12700000000,4,3,Không có thông tin,Không có thông tin,5/10/2025,7,Không
Nhà riêng,26.5,2200000000,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,11,Không
Căn hộ chung cư,67,3700000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/10/2025,9,Dự án Safira Khang Điền
Nhà mặt phố,160,31500000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Căn hộ chung cư,59,2600000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/11/2025,9,Dự án The Origami
Căn hộ chung cư,128,24000000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/15/2025,1,Dự án The Marq
Căn hộ chung cư,47,1900000000,3,3,Không có thông tin,Không có thông tin,5/15/2025,9,Không
Căn hộ chung cư,101,5200000000,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/2/2025,8,Không
Căn hộ chung cư,109,8500000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/15/2025,10,Dự án Xi Grand Court
Căn hộ chung cư,70,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,2,Dự án Masteri Thảo Điền
Căn hộ chung cư,77,14900000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,1,Dự án The Marq
Nhà mặt phố,183.2,41000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,4,Không
Căn hộ chung cư,51,,1,3,Nội thất đầy đủ,Không có thông tin,5/2/2025,1,Không
Căn hộ chung cư,60,8700000000,1,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,1,Không
Căn hộ chung cư,70,1800000000,2,3,Không có thông tin,Không có thông tin,5/12/2025,7,Dự án The Peak Garden
Căn hộ chung cư,59,2650000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/2/2025,9,Dự án The Origami
Căn hộ chung cư,93,14200000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/10/2025,2,Dự án Lumiere Riverside
Căn hộ chung cư,70,1900000000,2,3,Không có thông tin,Không có thông tin,5/12/2025,7,Dự án The Peak Garden
Căn hộ chung cư,57,2150000000,2,3,Không nội thất,Hợp đồng mua bán,5/10/2025,7,Dự án Q7 Boulevard
Căn hộ chung cư,60,9680000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,5/10/2025,2,Dự án Zeit River Thủ Thiêm 
Căn hộ chung cư,70.4,3400000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/9/2025,9,Dự án The Beverly Solari  - Vinhomes Grand Park
Căn hộ chung cư,73.5,4600000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/9/2025,9,Dự án Masteri Centre Point
Nhà riêng,67.5,3550000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/12/2025,5,Không
Căn hộ chung cư,72,5400000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/2/2025,7,Không
Căn hộ chung cư,131,7000000000,4,3,Nội thất cơ bản,Hợp đồng mua bán,5/11/2025,7,Dự án Sunshine Sky City 
"Nhà biệt thự, liền kề",75,7100000000,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/10/2025,9,Dự án Mega Village
Căn hộ chung cư,74,2400000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/11/2025,7,Dự án The Peak Garden
Đất bán,51,3180000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,Thủ Đức,Không
Căn hộ chung cư,46.5,3300000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/2/2025,9,Dự án Vinhomes Grand Park
Căn hộ chung cư,143,,3,3,Không có thông tin,Không có thông tin,5/10/2025,2,Dự án Masteri Grand View
Đất nền dự án,92.5,5600000000,-1,-1,Không có thông tin,Không có thông tin,5/12/2025,7,Dự án Lotus Residence
Nhà riêng,90,11500000000,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,7,Không
Nhà riêng,52,5800000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,11,Không
Căn hộ chung cư,80,4500000000,2,3,Không có thông tin,Không có thông tin,5/2/2025,9,Không
Căn hộ chung cư,83,6200000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/9/2025,2,Dự án Vista Verde
Căn hộ chung cư,80,4570000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/2/2025,9,Dự án The Beverly - Vinhomes Grand Park
Căn hộ chung cư,85,7800000000,2,3,Không nội thất,Không có thông tin,5/16/2025,2,Dự án Feliz En Vista
Nhà mặt phố,130,,4,2,Không có thông tin,Sổ đỏ và sổ hồng,5/10/2025,9,Không
Căn hộ chung cư,97,6900000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,7,Không
"Nhà biệt thự, liền kề",95,16900000000,6,4,Không nội thất,Sổ đỏ và sổ hồng,5/2/2025,9,Dự án The Classia
"Nhà biệt thự, liền kề",220,35500000000,4,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,7,Dự án KDC Phú Mỹ
Nhà riêng,29,3300000000,3,3,Không có thông tin,Không có thông tin,5/2/2025,7,Không
Nhà mặt phố,120,7600000000,7,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,12,Không
Căn hộ chung cư,65,3000000000,2,3,Không có thông tin,Hợp đồng mua bán,5/11/2025,12,Không
Căn hộ chung cư,60,5000000000,1,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,10,Dự án Kingdom 101
Nhà riêng,30,4000000000,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,7,Không
Căn hộ chung cư,79.26,10380000000,2,3,Không có thông tin,Hợp đồng mua bán,5/2/2025,2,Không
"Nhà biệt thự, liền kề",160,29000000000,6,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/9/2025,9,Dự án Villa Park
"Nhà biệt thự, liền kề",51.2,5100000000,3,4,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,12,Dự án Zenta Home 16
Căn hộ chung cư,60,3100000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/9/2025,8,Dự án Topaz Elite
Căn hộ chung cư,82,5900000000,2,3,Không có thông tin,Khác,5/2/2025,2,Không
Căn hộ chung cư,102,4200000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/12/2025,6,Dự án Him Lam Chợ Lớn
Căn hộ chung cư,123,12900000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/2/2025,7,Không
Đất bán,76,12900240000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/2/2025,7,Không
Căn hộ chung cư,97,3900000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/13/2025,6,Dự án Him Lam Chợ Lớn
Căn hộ chung cư,113.5,11577000000,3,3,Nội thất cơ bản,Không có thông tin,5/2/2025,2,Không
Căn hộ chung cư,51,3500000000,1,3,Không có thông tin,Hợp đồng mua bán,5/2/2025,2,Dự án The Sun Avenue
Căn hộ chung cư,133,18500000000,3,3,Nội thất đầy đủ,Không có thông tin,5/2/2025,2,Dự án Gateway Thảo Điền
Căn hộ chung cư,70,2000000000,2,3,Không có thông tin,Đang chờ sổ,5/10/2025,7,Dự án Q7 Boulevard
Nhà riêng,84,18000000000,6,4,Không có thông tin,Sổ đỏ và sổ hồng,5/12/2025,3,Không
Căn hộ chung cư,80,6400000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/2/2025,4,Dự án Saigon Royal Residence
"Nhà biệt thự, liền kề",160,11500000000,3,3,Không nội thất,Sổ đỏ và sổ hồng,5/13/2025,9,Dự án Đông Tăng Long - Hưng Phúc
Căn hộ chung cư,82,17500000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/14/2025,2,Dự án The Crest Residence
